,Unnamed: 0,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star,label
127,127,182399,1633,683,goosebumps,2015,Rob Letterman,"Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee",goosebumps,2015,Rob Letterman,"Jack Black, Dylan Minnette, Odeya Rush, Amy Ryan, Jillian Bell, Ryan Scott Lee, Ella Wahlestedt, Karan Soni, Steven Krueger, Amanda Lund, Cooper Ryan Lee, Kumail Nanjiani, Jared Sandler, Ken Marino, R.L. Stine, Clare Halstead, Gabriela Fraile, Jason A. Davis, Caleb Emery, Melissa Eastwood, Erica Marie Sanchez, Halston Sage, Keith Arthur Bolden, Timothy C. Simons, Nate Andrade, Sheldon Brown, Melissa Brewer, Marshall Choka, Melissa Cowan, John Deifer, Everett Dixon",1
185,185,285983,2282,1112,amityville: the awakening,2017,Franck Khalfoun,"Jennifer Jason Leigh, Bella Thorne, Mckenna Grace, Cameron Monaghan",the babysitter,2017,McG,"Bella Thorne, Samara Weaving, Robbie Amell, Hana Mae Lee, Andrew Bachelor, Judah Lewis, Leslie Bibb",0
479,479,725360,1623,2789,the bye bye man,2017,Stacy Title,"Douglas Smith, Lucien Laviscount, Cressida Bonas, Michael Trucco",the man from earth: holocene,2017,Richard Schenkman,"David Lee Smith, Vanessa L. Williams, Michael Dorn, William Katt, Sterling Knight, Brittany Curran, Carlos Knight",0
449,449,675713,1939,2609,the butler,2013,Lee Daniels,"Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda",the prince,2014,Brian A. Miller,"Jason Patric, Bruce Willis, John Cusack, 50 Cent, Johnathon Schaech, Rain, Gia Mantegna, Jessica Lowndes, Jung Ji Ah-Hoon, Jung Ji-hoon, Tara Holt, Courtney Turk, Natalie Light, Don Harvey, Jaylen Moore, Tyler Olson, Tim Fields, Ginger McNamara, Ryan Sanson, Michelle Jones, Danielle Phelan, Jesse Pruett, Billy Culbertson, Jonathan Carkeek, Didi Costine",0
288,288,427768,2311,1715,first they killed my father,2017,Angelina Jolie,"Sareum Srey Moch, Phoeung Kompheak, Sveng Socheata, Mun Kimhak",first they killed my father,2017,Angelina Jolie,"Sreymoch Sareum, Phoeung Kompheak, Sveng Socheata, Tharoth Sam",1
423,423,653791,474,2523,f*&% the prom,2017,Benny Fine,"Danielle Campbell, Joel Courtney, Cameron Palatas, Aidan Alexander",the salvation,2015,Kristian Levring,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Mikael Persbrandt, Michael Raymond-James, Alexander Arnold, Nanna land Fabricius, Toke Lars Bjarke, Sean Cameron Michael, Jonathan Pryce, Eric Cantona, Douglas Henshall",0
398,398,608000,990,2374,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the perfect match,2016,Bille Woodruff,"Terrence Jenkins, Cassie Ventura, Paula Patton, Donald Faison, Kali Hawk, Joe Pantoliano, Lauren London, Brandy Norwood, Dascha Polanco, Robert Christopher Riley, French Montana, Robin Givens, Casper Smart, Draya Michele, Chantel Jeffries, Timothy DeLaGhetto, Layla Jama, Steven Daniel Brun, Bria Murphy, John Nania, Anzu Lawson, Jessica White, Kevin Michael Walsh, John Nolan, Pierre Abena, Candice Craig, Neville White, Eugena Washington, Janelle Froehlich, LaToya Tonodeo, Janelle Froelich, Jillian Easton, Kristi Ellingsworth, Jana Savage, Christine Bently, B R Lamar, Krystal Harris, Roy ""Sly"" Jones, Jr., Raynald LaRochelle",0
465,465,695363,102,2665,transformers: the last knight,2017,Michael Bay,"Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock",transformers: the last knight,2017,Michael Bay,"Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock, Isabela Moner, Tyrese Gibson, Stanley Tucci, John Turturro, Peter Cullen, John Goodman, Ken Watanabe",1
147,147,205930,617,781,the accountant,2016,Gavin O'Connor,"Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal",the hollars,2016,John Krasinski,"John Krasinski, Anna Kendrick, Richard Jenkins, Charlie Day, Sharlto Copley, Margo Martindale, Mary Elizabeth Winstead, Josh Groban, Tonea Stewart, Brady Permenter, Didi Costine, Isabela Costine, Gus Sanchez, Randall Park, Mary Kay Place, Ashley Dyke, Tim Crowe, Gustavo Sanchez, Lacey Levy, Debbie Prescott, Nancy Nave, Terence Mosley, Yvonne Angulo",0
285,285,424279,188,1704,when we first met,2018,Ari Sandel,"Adam Devine, Alexandra Daddario, Shelley Hennig, Andrew Bachelor",when we first met,2018,Ari Sandel,"Adam DeVine, Alexandra Daddario, Shelley Hennig, Noureen DeWulf, Andrew Bachelor, Robbie Amell",1
475,475,722868,990,2770,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the drop,2014,MichaÂ«l R. Roskam,"Tom Hardy, Noomi Rapace, Matthias Schoenaerts, James Gandolfini, Michael Esper, Mike Houston, Morgan Spector, Chris Sullivan (XII), John Ortiz, Ann Dowd, James Frecheville, Elizabeth Rodriguez, Michael Aronov, Ross Bickell, Tobias Segal, Patricia Squire, Lucas Caleb Rooney, Jeremy Bobb, James Colby, Michael J. O'Hara, Scott Johnsen, Dave Brown, Jessica Tate, John Di Benedetto, Robert Turano, Erin Darke, Khan Baykal, Jack Dimich, Danny McCarthy, Cathy Trien",0
177,177,265521,692,1048,the amazing spider-man 2,2014,Marc Webb,"Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti",the amazing spider-man 2,2014,Marc Webb,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan, Chris Cooper, Paul Giamatti, Felicity Jones, Sally Field, B.J. Novak, Colm Feore, Embeth Davidtz, Campbell Scott, Max Charles, Marton Csokas, Sarah Gadon, Michael Massee, Jorge Vega, Louis Cancelmi, Bill Heck, Teddy Coluca, Helen Stern, Aidy Bryant, Cal McCrystal, Anslem Richardson, Mark Doherty, James Colby, Kari Coleman, Skyler Gisondo, Charlie DePew, Robert L. Newman, Adrian Martinez, Thaddeus Phillips, James McCauley, Rachael McOwen, David Shabtai, Greg Connolly, Timothy James Adams, Tug Coker, Jabari Gray, Jamie Lynn Concepcion, Pat Kiernan, Jessica Abo, Clem Cheung, Dusan Hyska, Andrei Runtso, Brennan Taylor, Slate Holmgren, Drew Beasley, Matthew Tronieri, Dario Barosso, Paul Urcioli, David Shih, Daniel Gerroll, Brian McElhaney, Jonathan Braylock, Steven Hauck, J.D. Walsh, JD Walsh, Stan Lee",1
99,99,149227,1447,570,the longest ride,2015,George Tillman Jr.,"Scott Eastwood, Britt Robertson, Alan Alda, Jack Huston",the longest ride,2015,George Tillman Jr.,"Scott Eastwood, Britt Robertson, Alan Alda, Oona Chaplin, Jack Huston, Melissa Benoist, Lolita Davidovich, Gloria Reuben, Amber Chaney, Brett Edwards, Hayley Lovitt, Michael Lowry, Elea Oberon, Kate Forbes, Tiago Riani, Danny Vinson, Tracey Bonner, Jaret Sears, Hunter Burke, Ash Taylor, Matt McHugh, Jon Stafford, Gina Herron, Floyd Herrington, Joy Jacobson, Naomi Eckhaus, Amy Parrish, Peter Jurasik, Karen Labbe, Barry J. Ratcliffe, George Tillman Jr.",1
338,338,507152,2806,2008,siren,2016,Gregg Bishop,"Chase Williamson, Hannah Fierman, Justin Welborn, Hayes Mercure",siren,2016,Gregg Bishop,"Chase Williamson, Justin Welborn, Michael Aaron Milligan, Hayes Mercure, Randy McDowell, Hannah Fierman",1
448,448,674937,2070,2609,the frozen ground,2013,Scott Walker,"Nicolas Cage, Vanessa Hudgens, John Cusack, Dean Norris",the prince,2014,Brian A. Miller,"Jason Patric, Bruce Willis, John Cusack, 50 Cent, Johnathon Schaech, Rain, Gia Mantegna, Jessica Lowndes, Jung Ji Ah-Hoon, Jung Ji-hoon, Tara Holt, Courtney Turk, Natalie Light, Don Harvey, Jaylen Moore, Tyler Olson, Tim Fields, Ginger McNamara, Ryan Sanson, Michelle Jones, Danielle Phelan, Jesse Pruett, Billy Culbertson, Jonathan Carkeek, Didi Costine",0
431,431,662477,1024,2545,into the woods,2014,Rob Marshall,"Anna Kendrick, Meryl Streep, Chris Pine, Emily Blunt",the rewrite,2015,Marc Lawrence,"Hugh Grant, Marisa Tomei, Bella Heathcote, Allison Janney, J.K. Simmons, Chris Elliott, Whit Baldwin, Vanessa Wasche, Enid Graham, Shannon C. Sullivan, Jason Antoon, Jenny Neale, Caroline Aaron, Billy Griffith, Kevin Kennedy, Ali Merhi, Lily Wen, Olivia Luccardi, John Deyle, Mark Nelson, Bruce Sabath, Karen Pittman, Veanne Cox, Maggie Geha, Damaris Lewis, Lauren Macklin, Nicole Patrick, Emily Morden, Annie Qian, Aja Naomi King, Andrew Keenan-Bolger, Steven Kaplan, Kate Cullen Roberts, Jeff Chena, Lauren Palmer, Ella Rubin, Ann S. Lawrence, Frank Harts, Kevin Carolan, Christina Pawl, Liz Callaway, Sean Patrick McGowan, Rebecca Luker, Sanjiv Jhaveri",0
335,335,502631,1577,1987,the vault,2017,Dan Bush,"James Franco, Scott Haze, Taryn Manning, Francesca Eastwood",the disaster artist,2017,James Franco,"James Franco, Seth Rogen, Dave Franco, Josh Hutcherson, Alison Brie, Zac Efron, Kate Upton, Jacki Weaver, Ari Graynor",0
197,197,304263,965,1190,the layover,2017,William H. Macy,"Kate Upton, Alexandra Daddario, Matt Barr, Matt Jones",the layover,2017,William H. Macy,"Kate Upton, Alexandra Daddario, Matt Barr, Matt Jones (XLVIII), Kal Penn, Molly Shannon, Rob Corddry",1
243,243,377031,768,1481,the week of,2018,Robert Smigel,"Adam Sandler, Whitney Rae Grandell, Steve Buscemi, Chris Rock",the bfg,2016,Steven Spielberg,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Olafur Darri Olafsson, Bill Hader, Adam Godley, Michael D. Adamthwaite, Rafe Spall, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Torrance, Julia Elizabeth Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard",0
464,464,695089,1849,2660,by the sea,2015,Angelina Jolie,"Brad Pitt, Angelina Jolie, Mlanie Laurent, Melvil Poupaud",the counselor,2013,Ridley Scott,"Michael Fassbender, Penelope Cruz, Cameron Diaz, Javier Bardem, Brad Pitt, Dean Norris, John Leguizamo, Natalie Dormer, Goran Visnjic, CÂ©sar Aguirre, Daniel Holguin, Christopher Obi, Bruno Ganz, Paris Jefferson, Dar Dash, Richard Cabral, Rosie Perez, Alex Hafner, Andrea Deck, Sam Spruell, Toby Kebbell, Emma Rigby, Edgar Ramirez, Eben Young, Richard Brake, Barbara Durkin, Giannina Facio, Velibor Topic, Jose Juan Rodriguez, Alexander Biggie, Pablo Paredes, Cavassa Ventura, Frank Spano, Alejandro Marzal, Gerard Monaco, Fernando Cayo, Carlos Julio Molina, Ruben Blades, Donna Air, Marco Tulio Luna Ramirez, Lida Cardona, Roger Dalmases, Julien Vialon",0
115,115,162169,2628,616,the thinning,2016,Michael J. Gallagher,"Logan Paul, Peyton List, Lia Marie Johnson, Calum Worthy",the darkness,2016,Greg McLean,"Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry, Matt Walsh, Jennifer Morrison, Parker Mack, Paul Reiser, Ming-Na Wen, Trian Long Smith, Tara Lynne Barr, Krista Marie Yu, Christopher Darga, Judith McConnell, Ilza Rosario, Alma Martinez, Yoshio Be, Al Coronel, A.J. Tannen, Katie Ward, Jocelyn Ayanna, Sara Mornell, David Babbitt",0
404,404,620818,118,2412,the avengers,2012,Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner",the judge,2014,David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Vincent D'Onofrio, Billy Bob Thornton, Leighton Meester, Jeremy Strong, Dax Shepard, Ken Howard, Emma Tremblay, Balthazar Getty, David Krumholtz, Grace Zabriskie, Denis O'Hare, Sarah Lancaster, Lonnie Farmer, Matt Riedy, Mark Kiely, Jeremy S. Holm, Catherine M. Cummings, Tamara Hickey, Paul-Emile Cendron, Ian Nelson, Carol S. Austin, Marcus D'Angelo, Michael Celata, Bobby Bryan, Cody Pettola, Johnny Orlando, Gary Wayne Farris, Ras Enoch McCurdie, Ian Blackman, John Talalas, Darryl Edwards, Joel Brady, Sarah Burns, Ara Glenn-Johanson, Ara Glenn, Kate Crowley, Peter Michael McDonald, Michael Patrick Kane, Lance Norris, Lenny Clarke, Frank Ridley, Duncan Putney, Pun Bandhu, Jamison Haase, Lucien Spelman, Timothy John Smith, Jonathan Ziese, Brian McGrail, Joyce Greenleaf, Enn Reitel",0
265,265,409001,2450,1627,the family,2013,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",the big short,2015,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt, Karen Gillan, Marisa Tomei, Melissa Leo, Finn Wittrock, Max Greenfield, Billy Magnussen, Rafe Spall, Hamish Linklater, John Magaro, Byron Mann, Al Sapienza, Heighlen Boyd, Sue-Lynn Ansari, Brandon Stacy, Jeremy Strong, Sara Finley, Tracy Letts, Lindsay Musil, Ruby Lou Smith, Shona Gastian, Garrett Hines, Aaron V. Williamson, Adepero Oduye, Wayne Pibre, Judd Derek Lormand, Judd Lormand, Shauna Rappold, Dave Davis, Lara Grice, Vanessa Cloke, Candice Harrison, Aiden Flowers, Charlie Talbert, Michael K. Douglas, Carrie Lazar, Nicole Barrib, Billy Slaughter, Emily Bossak, Mark Falvo, Jae Suh Park, Juliet Reeves, Jeff Caperton, Tony Bentley, Hunter Burke, Jay Jablonski, Jaclyn Bethany, Elton LeBlanc, Jeffry Griffin, Nazeema Bartek, Tracy Mann, Paula Shreve, David Kallaway, Erika Vaughn, Tom Buis, Sidney Beitz, Mike R. Moreau, Colin Lawless, Stanley Wong, Holly Ann Perry, Jason Bayle, Andrea Vittoria Alvarado, Kristen Scott, Rajeev Jacob, Tom Bui, Leslie Castay, Marcus Lyle Brown, Lyle Brocato, Anthony Marble, Jack Millard, Tyler Kunkle, Patrick Kearns, Darly Wayne, Jesse Yarborough, Kelly Lind, Ryan Broussard, John Neisler, Daryl Thibodaux, Cynthia LeBlanc, Oscar Gale, David Michael Cefalu, Blaine Kern III, Michelle Torres, Elliott Grey, Peter Epstein, Mark Roman, Christopher Gulas, Michael Rollins, Blaine Kern III, Ronald Joe Vasquez, Jay Potter, Christina Michelle Williams, Paul Campanella, Alicia Davis Johnson, Staci Roberts Steele, Richard R. Corapi, Colette Divine, Candace McAdams, Jamie Gliddon",0
72,72,108590,1612,429,monsters university,2013,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",monsters university,2013,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn, Joel Murray, Sean Hayes, Dave Foley, Charlie Day, Alfred Molina, Tyler Labine, Nathan Fillion, Aubrey Plaza, Bobby Moynihan, Noah Johnston, Julia Sweeney, Bonnie Hunt, John Krasinski, Bill Hader, Beth Behrs, Bob Peterson, John Ratzenberger, Randy Newman",1
333,333,499598,2789,1982,the siege of jadotville,2016,Richie Smyth,"Richard Lukunku, Danny Sapani, Andrew Stock, Mark Strong",the sea of trees,2016,Gus Van Sant,"Matthew McConaughey, Naomi Watts, Ken Watanabe, Jordan Gavaris, Katie Aselton, James Saito, Hyunri, Susan Garibotto, Anna Friedman, Mark Burzenski, Owen Burke, Richard Levine, Ryoko Seta, Ai Yoshihara, Phyllis A. Gordon, Jeffrey Corazzini, Michael Steven Swanson, J.T. Turner, Joseph Oliveira, Steve Dougherty, Ami Haruna, Charles Van Eman, Jimi Stanton, Simba Dibinga, Joseph Baken, Roy Y. Chan",0
25,25,36752,306,140,the revenant,2015,Alejandro G. Irritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",the wolverine,2013,James Mangold,"Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada, Svetlana Khodchenkova, Brian Tee, Hal Yamanouchi, Will Yun Lee, Ken Yamamura, Famke Janssen, Saverio Di Biagio, Francisco PayÃ³ GonzÃ¡lez, Shinji Ikefuji, Joseph Coors, Jr., Nobuaki Kakuda, Yu Shao-Kang, Andrew G. Cesana, Conrad Coleby, Taris Tyler, Bela B. Felsenheimer, Necie Owens, Barbara Pindar Smith, Allan Popple, Geoff Burke, Yasuyo Shiba, Mani Bhattacharjee, Sylvain Arsenta, Steven Milligan, Tom Wilson, Sr., Gonzalo Calzada, Jason R. Goode, Johnny Shroyer, Kuni Hashimoto, Erich Chikashi-Linzbichler, Shingo Usami, Naoya Ogawa, Lilian Benson, Takashi Matsuyama, Masa Yamaguchi, Eric Laciste, Alexandre Iglesias, Garret Sato, Feroz Khan, Yoji Tatsuta, Yoshinori Fukushige, Hiroshi Kasuga (II), Yumiko Nakamura, David Conley (V), Keiko Matsumoto, Louis Okada",0
165,165,243585,550,957,rough night,2017,Lucia Aniello,"Scarlett Johansson, Kate McKinnon, Zo Kravitz, Ilana Glazer",the night before,2015,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anthony Mackie, Lizzy Caplan, Jillian Bell, Michael Shannon, Mindy Kaling, Lorraine Toussaint, Tracy Morgan, Kanye West, HelÃ©ne Yorke, Aaron Hill, Ilana Glazer, Darrie Lawrence, Nathan Fielder, James Franco, Miley Cyrus, Kamal Angelo Bolden, Baron Davis, Chuck Muckle, Curt Bouril, Brooke Liddell, Kiley Liddell, Jason Mantzoukas, Jason Jones, Clem Cheung, Harolyn Blackwell, Randall Park, Natalie Knepp, Cameron Earl Thrift, Jeremy Vimes, Gabriel Long, Michaela Sprague, Euan Morton, Marilyn O'Connell, Richard Hughes, Theodora Woolley, Stacy Jones, Jamie Arentzen, Jaco Caraco, Mike Schmid, Vashon Johnson, Julia Ross, Danielle Elliott, Brett Weymark",0
337,337,505005,2927,1992,the osiris child,2016,Shane Abbess,"Kellan Lutz, Daniel MacPherson, Isabel Lucas, Luke Ford",the osiris child: science fiction volume one,2017,Shane Abbess,"Kellan Lutz, Daniel MacPherson, Luke Ford, Isabel Lucas, Rachel Griffiths, Dwaine Stevenson, Teagan Croft, Grace Hang, Temuera Morrison, Grace Huang (II), Bren Foster, Firass Dirani, Harry Pavlidis, Paul Winchester, Zoe Ventoura, Brendan Clearkin, Vincent Andriano, Andy Rodoreda, Ian Roberts, Zoe Carides, Stephen Leeder, Luke Hemsworth, Dean Krywood, Louis Dodge, Bianca Bradey, Aileen Beale",1
493,493,740891,82,2859,the commuter,2018,Jaume Collet-Serra,"Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks",the conjuring 2,2016,James Wan,"Vera Farmiga, Patrick Wilson, Frances O'Connor (II), Madison Wolfe, Lauren Esposito, Patrick McAuley, Benjamin Haigh, Maria Doyle Kennedy, Simon Delaney, Franka Potente, Simon McBurney, Bob Adrian, Robin Atkin Downes, Bonnie Aarons, Javier Botet, Abhi Sinha, Chris Royds, Sterling Jerins, Daniel Wolfe, Annie Young, Elliot Joseph, Debora Weston, Cory English, Joseph Bishara, Emily Tasker, Kate Cook, Carol Been, Shannon Kook, Holly Hayes, Jennifer Collins, Lance C. Fuller, Thomas Harrison",0
174,174,263840,926,1043,the shallows,2016,Jaume Collet-Serra,"Blake Lively, scar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas",the institute,2017,"Pamela Romanowsky, James Franco","James Franco, Allie Gallerani, Tim Blake Nelson, Lori Singer, Eric Roberts, Josh Duhamel, Topher Grace, Pamela Anderson, Beth Grant, Cynthia Murell, Melissa Bolona, Joseph Pease, Vincent Alvas, Carmen Argenziano, Lauren B. Mosley, Tamzin Brown, Laura Burnett, Robyn Cohen, Amber Coney, Jeanne Corcoran, Elena Cristiean, Jessica Starr Folger, Nana Ghana, Gabrielle Haugh, Scott Haze, Erin Johnson",0
496,496,751717,303,2903,the gift,2015,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",the dinner,2017,Oren Moverman,"Richard Gere, Laura Linney, Steve Coogan, Rebecca Hall, ChloÂ« Sevigny, Adepero Oduye, Michael Chernus, Charlie Plummer, Seamus Davey-Fitzpatrick, Miles J. Harvey, Joel Bissonnette, Laura Hajek, Onika Day, Judah Sandrige, Judah Sandrige, Jesse Dean Peterson, Ben Snyder, Emma Mud, Emma Mud, Stephen Lang, Taylor Rae Almonte, George Shephard, Dominic ColÂ³n",0
39,39,48759,2520,183,i origins,2014,Mike Cahill,"Michael Pitt, Steven Yeun, Astrid Bergs-Frisbey, Brit Marling",if i stay,2014,R.J. Cutler,"Mireille Enos, Joshua Leonard, Jamie Blackley, Lauren Lee Smith, Stacy Keach, Aisha Hinds, ChloÃ« Grace Moretz, Liana Liberato, Jakob Davies, Gabrielle Rose, Ali Milner, Gabrielle Cerys Haslett, Adam Solomonian, John Emmet Tracy, Chelah Horsdal, Christine Willes, Arielle Tuliao, Sarah Grey, Aliyah O'Brien, William C. Vaughan, Paul Jarrett, Giles Panton, Dave Collette, David Orth, Camille Atebe, Annabel Kershaw, Toby Hargrave, Primo Allon, John Shaw, Michael D. Adamthwaite, Jameson Trenholm, Donnie MacNeil, Genevieve Buechner, Alisa Weilerstein, Elisa King, Brett Wise, Steven Jeays, Boyd Ferguson, Heidi Ford, Sylvestra Stuart, George Boutros, Kevin Haaland, Ben Klassen, Ryan Stephenson, Tom Vanderkam, Tony Dubroy",0
486,486,730959,1431,2818,joy,2015,David O. Russell,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramrez",joy,2015,David O. Russell,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramirez, Diane Ladd, Virginia Madsen, Isabella Rossellini, Elisabeth Ryhm, Dascha Polanco, Susan Lucci, Laura Wright, Maurice Benard, Donna Mills, Jimmy Jean-Louis, Ken Howard, Ray DeLaPaz, John Enos III, Marianne Leone, Melissa Rivers, Drena De Niro, Isabella Crovetti-Cramp, Emily Nunez, Madison Wolfe, Aundrea Gadsby Gadsby, Gia Gadsby, Tomas Denson Elizondo, Zeke Louis Elizondo, Alexander Cook, Lori McCoy-Bell, Suzanne Frazier Wilkins, Luisa Maria Badaracco, Jamell Washington, Gary Tolchin, Will Lebow, Johnnie McQuarley, Pedro Martinez Campos, Carlos Alberto Valencia, Alvaro Benavides, Edgar Pantoja Aleman, Shonda Schilling, Grant Schilling, Gary Zahakos, Josef Boreland, Pedro Sabino, Mateo Gomez, Marcela Jaramillo, Jim Frangione, Melissa McMeekin, Erica McDermott, Carla Antonino, Michele L. Egerton, Marianne Bayard, Fiore Leo, Steve DeMarco, Collin Knight, Barbara Feeney, Damien Di Paola, Patsy Meck, Jeremiah Kissel, Dale Place, Mitchell Rosenwald, Thomas Matthews, Matthew Russell, Bates Wilder, Paul Herman, Christy Scott Cashman, Colleen Camp, Richard McElvain, Mark Nemeskal, Patrick Pitu, Michael DeMello, Ken Cheeseman, Dan Bowen, Naheem Garcia, Ray Alongi, Johnny Lee Davenport, Sonny Mirabella, Bill Thorpe, Sam Weisman, Jeff Avigian, Barry Primus, Eliana Adise, Calidore Robinson, Jasmine White",1
